"0","15","False","True"
"0","46","True","False"
"0","55","False","True"
"0","56","False","True"
"0","68","False","True"
"0","71","False","True"
"0","80","True","False"
"0","83","False","True"
"0","97","False","True"
"0","98","True","False"
"0","99","True","False"
"1","3","True","False"
"1","7","False","True"
"1","10","False","True"
"1","21","True","False"
"1","24","True","False"
"1","26","False","True"
"1","31","False","True"
"1","33","False","True"
"1","45","False","True"
"1","53","True","False"
"1","54","False","True"
"1","72","True","False"
"1","73","True","False"
"2","1","True","False"
"2","5","True","False"
"2","18","True","False"
"2","28","True","False"
"2","49","False","True"
"2","69","True","False"
"2","73","False","True"
"2","76","False","True"
"3","14","False","True"
"3","26","True","False"
"3","36","True","False"
"3","45","True","False"
"3","52","False","True"
"3","58","True","False"
"3","61","True","False"
"3","68","True","False"
"3","71","True","False"
"3","87","True","False"
"3","93","False","True"
"4","9","True","False"
"4","12","False","True"
"4","33","True","False"
"4","38","False","True"
"4","39","False","True"
"4","60","False","True"
"4","61","True","False"
"4","67","True","False"
"4","70","False","True"
"4","97","False","True"
"5","3","True","False"
"5","23","False","True"
"5","25","True","False"
"5","44","True","False"
"5","47","True","False"
"5","52","False","True"
"5","64","True","False"
"5","76","True","False"
"5","88","False","True"
"6","18","True","False"
"6","47","True","False"
"6","58","True","False"
"6","64","False","True"
"6","67","True","False"
"6","79","False","True"
"6","82","False","True"
"6","92","False","True"
"7","10","True","False"
"7","36","True","False"
"7","40","False","True"
"7","69","True","False"
"7","77","True","False"
"7","81","True","False"
"7","94","True","False"
"8","4","False","True"
"8","9","False","True"
"8","31","False","True"
"8","32","False","True"
"8","35","True","False"
"8","38","False","True"
"8","41","True","False"
"8","69","False","True"
"8","85","False","True"
"8","89","True","False"
"8","93","True","False"
"8","94","False","True"
"9","9","False","True"
"9","26","True","False"
"9","35","False","True"
"9","38","False","True"
"9","45","False","True"
"9","51","True","False"
"9","76","True","False"
"9","91","True","False"
"9","92","False","True"
"10","3","False","True"
"10","9","True","False"
"10","12","True","False"
"10","14","True","False"
"10","20","True","False"
"10","23","False","True"
"10","33","True","False"
"10","44","False","True"
"10","65","False","True"
"10","66","True","False"
"10","77","True","False"
"10","80","False","True"
"10","90","True","False"
"10","96","True","False"
"11","6","False","True"
"11","8","True","False"
"11","13","True","False"
"11","19","False","True"
"11","31","True","False"
"11","54","True","False"
"11","62","True","False"
"11","83","False","True"
"11","89","True","False"
"12","13","True","False"
"12","19","True","False"
"12","25","True","False"
"12","27","True","False"
"12","45","False","True"
"12","53","True","False"
"12","56","True","False"
"12","72","True","False"
"12","86","True","False"
"13","0","True","False"
"13","6","False","True"
"13","8","True","False"
"13","14","False","True"
"13","15","True","False"
"13","24","False","True"
"13","43","False","True"
"13","49","True","False"
"13","59","True","False"
"13","75","True","False"
"13","81","False","True"
"13","90","True","False"
"14","4","False","True"
"14","10","True","False"
"14","18","True","False"
"14","20","True","False"
"14","27","False","True"
"14","32","False","True"
"14","60","False","True"
"14","83","False","True"
"14","97","True","False"
"15","23","False","True"
"15","25","True","False"
"15","42","True","False"
"15","51","True","False"
"15","66","True","False"
"15","70","True","False"
"15","71","True","False"
"15","85","True","False"
"16","7","True","False"
"16","28","False","True"
"16","37","False","True"
"16","47","False","True"
"16","58","True","False"
"16","64","False","True"
"16","74","False","True"
"16","80","False","True"
"16","81","True","False"
"16","87","True","False"
"16","95","True","False"
"16","96","True","False"
"17","4","True","False"
"17","10","False","True"
"17","19","False","True"
"17","27","False","True"
"17","28","False","True"
"17","35","True","False"
"17","46","False","True"
"17","85","True","False"
"18","2","False","True"
"18","5","False","True"
"18","15","True","False"
"18","29","False","True"
"18","39","False","True"
"18","50","True","False"
"18","72","True","False"
"18","81","True","False"
"18","90","False","True"
"19","11","False","True"
"19","18","False","True"
"19","28","False","True"
"19","34","False","True"
"19","39","False","True"
"19","56","True","False"
"19","71","True","False"
"19","83","False","True"
"19","89","True","False"
"19","95","True","False"
"20","4","True","False"
"20","10","False","True"
"20","22","True","False"
"20","63","False","True"
"20","68","True","False"
"20","74","False","True"
"20","75","True","False"
"20","78","True","False"
"20","81","True","False"
"21","7","True","False"
"21","9","True","False"
"21","24","False","True"
"21","28","True","False"
"21","46","False","True"
"21","66","False","True"
"21","70","False","True"
"21","75","False","True"
"21","86","True","False"
"21","89","False","True"
"21","99","False","True"
"22","27","True","False"
"22","74","False","True"
"22","92","True","False"
"23","0","True","False"
"23","4","False","True"
"23","12","False","True"
"23","31","False","True"
"23","53","False","True"
"23","57","True","False"
